,Date (day),Tick,Total Swap Fees Earned (USDC),Representative Liquidity,Daily % Return
53,2024-08-01,195641,0.0,7.513563473994968e+18,0.0
54,2024-08-01,195642,294.99931998900007,7.513563473994968e+18,3.9262238352017096e-15
55,2024-08-01,195644,0.0,7.513563473994968e+18,0.0
56,2024-08-01,195645,163.21759991400003,7.513563473994968e+18,2.172306129826532e-15
57,2024-08-01,195646,0.0,7.513563473994968e+18,0.0
58,2024-08-01,195647,101.25077530500002,7.513563473994968e+18,1.3475733006773267e-15
59,2024-08-01,195648,129.834900978,7.513563473994968e+18,1.728006976015692e-15
60,2024-08-01,195649,19.15565289,7.365750907649209e+18,2.6006381603411503e-16
61,2024-08-01,195651,2700.268863744,7.365750907649209e+18,3.665979066628245e-14
62,2024-08-01,195652,0.0,7.365750907649209e+18,0.0
63,2024-08-01,195653,74.06757204,7.382288974116535e+18,1.0033144502970899e-15
64,2024-08-01,195654,180.46875,7.365750907649209e+18,2.4501066118402974e-15
65,2024-08-01,195655,217.693571766,7.366837621883911e+18,2.955047782230464e-15
66,2024-08-01,195656,0.0,7.366113145727443e+18,0.0
67,2024-08-01,195657,360.698581911,7.366113145727443e+18,4.896728773711758e-15
68,2024-08-01,195658,370.760215329,7.366113145727443e+18,5.0333222962241834e-15
69,2024-08-01,195659,0.0,7.367199859962146e+18,0.0
70,2024-08-01,195661,180.97187647500002,7.366837621883911e+18,2.45657479862737e-15
71,2024-08-01,195663,249.7265625,7.366837621883911e+18,3.389874669670509e-15
72,2024-08-01,195664,0.0,7.366837621883911e+18,0.0
73,2024-08-01,195665,189.015783972,7.367199859962146e+18,2.5656394229132698e-15
74,2024-08-01,195666,0.0,7.367199859962146e+18,0.0
75,2024-08-01,195667,155.63769744,7.303725610782998e+18,2.1309357132779094e-15
76,2024-08-01,195668,0.0,7.303725610782998e+18,0.0
77,2024-08-01,195669,207.644870409,7.303725610782998e+18,2.842999333140876e-15
78,2024-08-01,195670,0.0,7.306326835323772e+18,0.0
79,2024-08-01,195672,652.209628788,7.306326835323772e+18,8.926641847374982e-15
80,2024-08-01,195676,0.0,7.306326835323772e+18,0.0
81,2024-08-01,195677,152.146022388,7.298523161701447e+18,2.084613818674673e-15
82,2024-08-01,195678,237.549602541,7.314130508946098e+18,3.247817389236452e-15
83,2024-08-01,195679,0.0,7.298523161701447e+18,0.0
84,2024-08-01,195680,57.516311415,7.314130508946098e+18,7.863725065426483e-16
85,2024-08-01,195681,0.0,7.29828166964929e+18,0.0
86,2024-08-01,195682,213.639063456,7.298523161701447e+18,2.9271546958576214e-15
87,2024-08-01,195684,0.0,7.298527478582083e+18,0.0
88,2024-08-01,195685,263.371146528,7.298523161701447e+18,3.608553959382139e-15
89,2024-08-01,195686,222.83400639599998,7.298523161701447e+18,3.053138305641171e-15
90,2024-08-01,195687,0.0,7.298523161701447e+18,0.0
91,2024-08-01,195688,0.0,7.298523161701447e+18,0.0
92,2024-08-01,195690,202.66694529300003,7.298523161701447e+18,2.7768212938815134e-15
93,2024-08-01,195691,2226.2448554760003,7.298523161701447e+18,3.050267576265407e-14
94,2024-08-01,195692,547.84956891,7.298527478582083e+18,7.506302751037025e-15
95,2024-08-01,195693,0.0,7.298976296991054e+18,0.0
96,2024-08-01,195694,1292.8269620160002,7.314583644235705e+18,1.7674648686734466e-14
97,2024-08-01,195695,0.0,7.314583644235705e+18,0.0
98,2024-08-01,195696,0.0,7.319786093317255e+18,0.0
99,2024-08-01,195697,0.0,7.298976296991054e+18,0.0
100,2024-08-01,195700,1168.9710565350001,7.298976296991054e+18,1.6015548057292627e-14
101,2024-08-01,195702,0.0,7.314583644235705e+18,0.0
102,2024-08-01,195704,0.0,7.298976296991054e+18,0.0
103,2024-08-01,195705,0.0,7.309381195154154e+18,0.0
104,2024-08-01,195706,0.0,7.319786093317255e+18,0.0
105,2024-08-01,195713,0.0,7.298976296991054e+18,0.0
106,2024-08-01,195714,0.0,7.298976296991054e+18,0.0
107,2024-08-01,195715,0.0,7.298976296991054e+18,0.0
108,2024-08-01,195718,0.0,7.29898061387169e+18,0.0
109,2024-08-01,195719,162.090695457,7.298976296991054e+18,2.2207319062513004e-15
110,2024-08-01,195720,0.0,7.298976296991054e+18,0.0
111,2024-08-01,195721,0.0,7.298976296991053e+18,0.0
112,2024-08-01,195722,0.0,7.298976296991053e+18,0.0
113,2024-08-01,195723,0.0,7.298976296991053e+18,0.0
114,2024-08-01,195724,322.802639304,7.298976296991054e+18,4.422574155187665e-15
115,2024-08-01,195725,0.0,7.298976296991054e+18,0.0
116,2024-08-01,195726,52.785052419,7.298976296991053e+18,7.231843243655996e-16
117,2024-08-01,195727,0.0,7.298976296991053e+18,0.0
118,2024-08-01,195728,188.128428084,7.299028470601575e+18,2.5774447769552914e-15
119,2024-08-01,195729,259.52516433,7.299028470601575e+18,3.55561244041305e-15
120,2024-08-01,195731,0.0,7.299028470601575e+18,0.0
121,2024-08-01,195732,0.0,7.299026312161257e+18,0.0
122,2024-08-01,195733,131.06759464799998,7.299030629041894e+18,1.7956849520058054e-15
123,2024-08-01,195734,0.0,7.298976296991053e+18,0.0
124,2024-08-01,195735,82.711002378,7.298976296991054e+18,1.133186340283047e-15
125,2024-08-01,195736,133.36074400200002,7.298976296991054e+18,1.827115729324631e-15
126,2024-08-01,195737,0.0,7.29898061387169e+18,0.0
127,2024-08-01,195738,0.0,7.298976296991054e+18,0.0
128,2024-08-01,195739,684.313100136,7.298976296991054e+18,9.375466809203131e-15
129,2024-08-01,195741,0.0,7.309381195154154e+18,0.0
130,2024-08-01,195743,84.66020307299999,7.314583644235705e+18,1.1574165692905417e-15
131,2024-08-01,195745,0.0,7.298976296991054e+18,0.0
132,2024-08-01,195746,1001.5448131920001,7.309384073074578e+18,1.370217795616144e-14
133,2024-08-01,195748,15.277287567000007,7.298976296991054e+18,2.0930726372269424e-16
134,2024-08-01,195749,0.0,7.298976296991054e+18,0.0
135,2024-08-01,195750,0.0,7.298976296991054e+18,0.0
136,2024-08-01,195751,135.092971617,7.298976296991054e+18,1.850848202818401e-15
137,2024-08-01,195752,0.0,7.298523161701447e+18,0.0
138,2024-08-01,195753,251.21823713999999,7.298523161701447e+18,3.4420420621291204e-15
139,2024-08-01,195754,0.0,7.298523161701447e+18,0.0
140,2024-08-01,195755,0.0,7.298523161701447e+18,0.0
141,2024-08-01,195756,0.0,7.298524395095914e+18,0.0
142,2024-08-01,195757,350.173477278,7.298523161701447e+18,4.797867589370873e-15
143,2024-08-01,195761,169.04062096500002,7.298523161701447e+18,2.316093505766075e-15
144,2024-08-01,195762,0.0,7.298523161701447e+18,0.0
145,2024-08-01,195763,305.259898524,7.298526039621871e+18,4.182486941429275e-15
146,2024-08-01,195764,317.948857275,7.298526039621871e+18,4.356343397953714e-15
147,2024-08-01,195766,0.0,7.29828166964929e+18,0.0
148,2024-08-01,195767,0.0,7.29828166964929e+18,0.0
149,2024-08-01,195768,408.257056737,7.29828166964929e+18,5.593879151510171e-15
150,2024-08-01,195771,0.0,7.29828166964929e+18,0.0
151,2024-08-01,195772,0.0,7.298524395095914e+18,0.0
152,2024-08-01,195773,123.10433733,7.298524395095914e+18,1.68670173128033e-15
153,2024-08-01,195774,1296.4453125,7.298524395095914e+18,1.7763115423319245e-14
154,2024-08-01,195775,129.897185934,7.298524395095914e+18,1.77977326514496e-15
155,2024-08-01,195776,0.0,7.298524395095914e+18,0.0
156,2024-08-01,195777,0.0,7.298523161701447e+18,0.0
157,2024-08-01,195781,0.0,7.298523161701447e+18,0.0
158,2024-08-01,195782,117.330608523,7.314130508946098e+18,1.6041634529147377e-15
159,2024-08-01,195784,0.0,7.298523161701447e+18,0.0
160,2024-08-01,195795,372.508810716,7.308930937784971e+18,5.096625127352643e-15
161,2024-08-01,195801,54.783264678,7.2985296370224e+18,7.506068674450168e-16
162,2024-08-01,195802,351.096112011,7.298523161701447e+18,4.81050897876649e-15
163,2024-08-01,195808,291.302657349,7.314130508946098e+18,3.982738030073437e-15
164,2024-08-01,195812,593.828911068,7.298523161701447e+18,8.13628864239386e-15
165,2024-08-01,195817,0.0,7.298523161701447e+18,0.0
166,2024-08-01,195822,82.494207306,7.298523161701447e+18,1.130286298725245e-15
167,2024-08-01,195823,569.884815054,7.298523161701447e+18,7.80822095687023e-15
168,2024-08-01,195833,774.0234375,7.298523161701447e+18,1.0605206291070508e-14
169,2024-08-01,195844,310.566355317,7.298523161701447e+18,4.255194488477859e-15
170,2024-08-01,195845,73.5,7.298523161701447e+18,1.0070530485631223e-15
171,2024-08-01,195846,597.063,7.298523161701447e+18,8.18060019502372e-15
172,2024-08-01,195849,0.0,7.298523161701447e+18,0.0
173,2024-08-01,195850,0.0,7.298523161701447e+18,0.0
174,2024-08-01,195851,0.0,7.298523161701447e+18,0.0
175,2024-08-01,195853,368.91330999900003,7.298523161701447e+18,5.054629571292587e-15
176,2024-08-01,195857,0.0,7.367199859962146e+18,0.0
177,2024-08-01,195859,0.0,7.367199859962146e+18,0.0
178,2024-08-01,195861,205.078125,7.366113145727443e+18,2.7840751417041594e-15
179,2024-08-01,195865,0.0,7.367199859962146e+18,0.0
180,2024-08-01,195869,39.138707694000004,7.38601117388221e+18,5.299031746986655e-16
181,2024-08-01,195870,11.101449336000005,7.367199859962146e+18,1.506875006382282e-16
182,2024-08-01,195875,545.239487271,7.377742253502718e+18,7.390329839892924e-15
183,2024-08-01,195877,0.0,7.377742253502718e+18,0.0
184,2024-08-01,195878,384.353513583,7.374744417039341e+18,5.211753680506562e-15
185,2024-08-01,195881,334.214608203,7.374744417039341e+18,4.531880554813499e-15
186,2024-08-01,195882,1047.2759360759999,7.367199859962146e+18,1.4215386523820746e-14
187,2024-08-01,195883,18.0,7.367199859962146e+18,2.443262072720868e-16
188,2024-08-01,195884,921.31358682,7.366716875857834e+18,1.2506434037655554e-14
189,2024-08-01,195885,0.0,7.366716875857834e+18,0.0
190,2024-08-01,195889,725.880981609,7.375106655117574e+18,9.842311651253373e-15
191,2024-08-01,195891,0.0,7.375106655117574e+18,0.0
192,2024-08-01,195892,0.0,7.375106655117574e+18,0.0
193,2024-08-01,195894,331.616969115,7.367199859962146e+18,4.5012620183851494e-15
194,2024-08-01,195897,0.0,7.367199859962146e+18,0.0
195,2024-08-01,195899,0.0,7.367199859962146e+18,0.0
196,2024-08-01,195900,242.929006287,7.38601117388221e+18,3.2890419546889537e-15
197,2024-08-01,195901,232.14460768799995,7.382807207206797e+18,3.1443948239822623e-15
198,2024-08-01,195902,233.90625,7.377604758125247e+18,3.170490391781829e-15
199,2024-08-01,195904,203.983423983,7.377604758125247e+18,2.7649004069829707e-15
200,2024-08-01,195905,0.0,7.382807207206797e+18,0.0
201,2024-08-01,195907,492.7454211180001,7.367199859962146e+18,6.6883677718026764e-15
202,2024-08-01,195908,0.0,7.303725610782998e+18,0.0
203,2024-08-01,195909,232.812050091,7.303725610782998e+18,3.187579360145778e-15
204,2024-08-01,195911,473.994102777,7.367199859962146e+18,6.433843411157785e-15
205,2024-08-01,195913,567.174040695,7.367199859962146e+18,7.698637901455198e-15
206,2024-08-01,195916,0.0,7.298523161701447e+18,0.0
207,2024-08-01,195917,631.551594948,7.298523161701447e+18,8.653142299554906e-15
208,2024-08-01,195918,0.0,7.298531795462718e+18,0.0
209,2024-08-01,195919,0.0,7.298531795462718e+18,0.0
210,2024-08-01,195923,186.921928011,7.2985296370224e+18,2.5610902100448143e-15
211,2024-08-01,195925,0.0,7.2985296370224e+18,0.0
212,2024-08-01,195926,118.51700741100001,7.2985296370224e+18,1.6238477242020449e-15
213,2024-08-01,195927,184.445588817,7.308930937784971e+18,2.523564532036715e-15
214,2024-08-01,195928,0.0,7.298526039621871e+18,0.0
215,2024-08-01,195929,241.99945499700002,7.314134825826734e+18,3.3086545539532934e-15
216,2024-08-01,195930,365.284222302,7.314134825826734e+18,4.994223254022543e-15
217,2024-08-01,195931,384.343105629,7.298524395095914e+18,5.2660385144050625e-15
218,2024-08-01,195932,0.0,7.298527478582083e+18,0.0
219,2024-08-01,195933,0.0,7.298531795462718e+18,0.0
220,2024-08-01,195934,0.0,7.298531795462718e+18,0.0
221,2024-08-01,195935,323.356359084,7.298531795462718e+18,4.4304302309818136e-15
222,2024-08-01,195936,0.0,7.298527478582083e+18,0.0
223,2024-08-01,195937,0.0,7.298984930752326e+18,0.0
224,2024-08-01,195939,0.0,7.298984930752326e+18,0.0
225,2024-08-01,195940,70.555518126,7.298984930752326e+18,9.666483599484244e-16
226,2024-08-01,195941,717.1691572560001,7.314587961116341e+18,9.804641916515375e-15
227,2024-08-01,195944,417.67387692000005,7.309384073074578e+18,5.7142143954177525e-15
228,2024-08-01,195951,285.704674749,7.298984930752326e+18,3.9143069544541675e-15
229,2024-08-01,195954,0.0,7.298984930752326e+18,0.0
230,2024-08-01,195956,266.40319988699997,7.298984930752326e+18,3.649866418610911e-15
231,2024-08-01,195957,197.6953125,7.298984930752326e+18,2.708531588646848e-15
232,2024-08-01,195960,18.09932445,7.298984930752326e+18,2.4797043180269255e-16
233,2024-08-01,195961,1032.520804557,7.298984930752326e+18,1.4146087632086336e-14
234,2024-08-01,195964,0.0,7.29898061387169e+18,0.0
235,2024-08-01,195965,33.897293409,7.298984930752326e+18,4.644110616831499e-16
236,2024-08-01,195966,104.300523183,7.29898061387169e+18,1.4289738348499949e-15
237,2024-08-01,195967,91.5,7.298984930752326e+18,1.2535989712006276e-15
238,2024-08-01,195968,0.0,7.299030629041894e+18,0.0
239,2024-08-01,195969,1966.492411851,7.299028470601575e+18,2.6941837804462277e-14
240,2024-08-01,195971,342.585364536,7.29903494592253e+18,4.693570685359972e-15
241,2024-08-01,195974,198.387691698,7.313098653658638e+18,2.712771987545245e-15
242,2024-08-01,195975,0.0,7.297495623294624e+18,0.0
243,2024-08-01,195977,124.80039740700002,7.297495623294624e+18,1.7101811888536083e-15
244,2024-08-01,195978,469.431800715,7.297495623294624e+18,6.432779475968554e-15
245,2024-08-01,195979,0.0,7.297495623294623e+18,0.0
246,2024-08-01,195986,927.7786351020001,7.313098653658638e+18,1.2686532467845837e-14
247,2024-08-01,196001,0.0,7.297495623294623e+18,0.0
248,2024-08-01,196002,1697.412312357,7.297495623294623e+18,2.326020322559185e-14
249,2024-08-01,196032,0.0,7.313098653658638e+18,0.0
250,2024-08-02,195594,262.39945419,7.313098653658638e+18,3.588074858784043e-15
251,2024-08-02,195596,0.0,7.313098653658638e+18,0.0
252,2024-08-02,195598,239.53125,7.297495623294623e+18,3.282376069337855e-15
253,2024-08-02,195601,0.0,7.297495623294624e+18,0.0
254,2024-08-02,195602,0.0,7.297495623294624e+18,0.0
255,2024-08-02,195604,0.0,7.297495623294623e+18,0.0
256,2024-08-02,195608,0.0,7.297495623294623e+18,0.0
257,2024-08-02,195617,0.0,7.297495623294623e+18,0.0
258,2024-08-02,195621,0.0,7.297495623294623e+18,0.0
259,2024-08-02,195624,0.0,7.297495623294623e+18,0.0
260,2024-08-02,195625,0.0,7.2984558686399e+18,0.0
261,2024-08-02,195626,0.0,7.313098653658638e+18,0.0
262,2024-08-02,195628,0.0,7.2984558686399e+18,0.0
263,2024-08-02,195629,0.0,7.313098653658638e+18,0.0
264,2024-08-02,195659,0.0,7.297495623294623e+18,0.0
265,2024-08-02,195666,0.0,7.297495623294623e+18,0.0
266,2024-08-02,195669,0.0,7.297495623294623e+18,0.0
267,2024-08-02,195677,0.0,7.297495623294623e+18,0.0
268,2024-08-02,195678,0.0,7.2984558686399e+18,0.0
269,2024-08-02,195682,0.0,7.2984558686399e+18,0.0
270,2024-08-02,195683,0.0,7.297495623294623e+18,0.0
271,2024-08-02,195686,0.0,7.297495623294624e+18,0.0
272,2024-08-02,195687,0.0,7.297495623294623e+18,0.0
273,2024-08-02,195691,0.0,7.297495623294623e+18,0.0
274,2024-08-02,195699,0.0,6.877118423937406e+18,0.0
275,2024-08-02,195700,0.0,6.87591811725581e+18,0.0
276,2024-08-02,195701,0.0,6.87591811725581e+18,0.0
277,2024-08-02,195706,149.708125743,6.87591811725581e+18,2.177281974421603e-15
278,2024-08-02,195708,0.0,6.877118423937406e+18,0.0
279,2024-08-02,195709,82.813659276,6.876158178592129e+18,1.204359427533644e-15
280,2024-08-02,195710,486.17043681300004,6.876158178592129e+18,7.070378897428765e-15
281,2024-08-02,195716,0.0,6.877502522075517e+18,0.0
282,2024-08-02,195718,504.0,6.876638301264768e+18,7.329162563447653e-15
283,2024-08-02,195721,0.0,6.8493088522487e+18,0.0
284,2024-08-02,195724,0.0,6.850749220266615e+18,0.0
285,2024-08-02,195726,324.0234375,6.840255817821615e+18,4.7370075934263855e-15
286,2024-08-02,195730,453.213983433,6.8493088522487e+18,6.6169301634602894e-15
287,2024-08-02,195731,0.0,6.8493088522487e+18,0.0
288,2024-08-02,195733,0.0,6.8493088522487e+18,0.0
289,2024-08-02,195734,0.0,6.8493088522487e+18,0.0
290,2024-08-02,195736,0.0,6.8493088522487e+18,0.0
291,2024-08-02,195737,329.99083758300003,6.850749220266615e+18,4.81685764539134e-15
292,2024-08-02,195738,15.0,6.875197933246852e+18,2.1817553684474308e-16
293,2024-08-02,195739,0.0,6.875197933246852e+18,0.0
294,2024-08-02,195741,835.5572199840001,6.875197933246852e+18,1.2153209668967354e-14
295,2024-08-02,195742,0.0,6.875197933246852e+18,0.0
296,2024-08-02,195743,0.0,6.875197933246852e+18,0.0
297,2024-08-02,195745,242.40910086600002,6.875558025251331e+18,3.525664389358985e-15
298,2024-08-02,195747,0.0,6.875558025251331e+18,0.0
299,2024-08-02,195748,0.0,6.875558025251331e+18,0.0
300,2024-08-02,195749,0.0,6.875558025251331e+18,0.0
301,2024-08-02,195751,185.352186969,6.877118423937406e+18,2.6952013262391804e-15
302,2024-08-02,195752,0.0,6.875558025251331e+18,0.0
303,2024-08-02,195753,0.0,6.875558025251331e+18,0.0
304,2024-08-02,195754,216.30073709699997,6.875558025251331e+18,3.1459371923356472e-15
305,2024-08-02,195755,396.685821873,6.875197933246852e+18,5.769809476389327e-15
306,2024-08-02,195757,379.934164206,6.875197933246852e+18,5.5261560160868545e-15
307,2024-08-02,195758,0.0,6.875197933246852e+18,0.0
308,2024-08-02,195759,0.0,6.876021000685661e+18,0.0
309,2024-08-02,195760,0.0,6.876021000685661e+18,0.0
310,2024-08-02,195761,313.95192632699997,6.876021000685661e+18,4.565895396417396e-15
311,2024-08-02,195762,0.0,6.876021000685661e+18,0.0
312,2024-08-02,195764,0.0,6.876021000685661e+18,0.0
313,2024-08-02,195765,0.0,6.878078669282683e+18,0.0
314,2024-08-02,195766,832.7892126270002,6.878078669282683e+18,1.2107875653505022e-14
315,2024-08-02,195767,44.53882043399999,6.878078669282683e+18,6.475474122287839e-16
316,2024-08-02,195768,0.0,6.876158178592129e+18,0.0
317,2024-08-02,195769,0.0,6.877118423937406e+18,0.0
318,2024-08-02,195770,104.778611061,6.878078669282683e+18,1.523370349468937e-15
319,2024-08-02,195771,0.0,6.87591811725581e+18,0.0
320,2024-08-02,195772,65.41827035400003,6.877118423937406e+18,9.512453664647763e-16
321,2024-08-02,195774,0.0,6.878078669282683e+18,0.0
322,2024-08-02,195775,1.707025013999999,6.878078669282683e+18,2.481834093616183e-17
323,2024-08-02,195776,78.42078323699997,6.878078669282683e+18,1.1401553690745804e-15
324,2024-08-02,195777,0.0,6.877118423937406e+18,0.0
325,2024-08-02,195778,9.985482267000004,6.877118423937406e+18,1.4519863773529356e-16
326,2024-08-02,195779,86.71438327499999,6.875558025251331e+18,1.2611977523356034e-15
327,2024-08-02,195780,0.0,6.877502522075517e+18,0.0
328,2024-08-02,195781,0.0,6.876638301264768e+18,0.0
329,2024-08-02,195782,1170.792121137,6.877502522075517e+18,1.7023506968975627e-14
330,2024-08-02,195783,0.0,6.878078669282683e+18,0.0
331,2024-08-02,195784,0.0,6.878078669282684e+18,0.0
332,2024-08-02,195785,0.0,6.878078669282683e+18,0.0
333,2024-08-02,195786,160.51620037200001,6.878078669282683e+18,2.3337360342919763e-15
334,2024-08-02,195788,0.0,6.878078669282683e+18,0.0
335,2024-08-02,195789,355.36097840099995,6.878078669282683e+18,5.166573333742643e-15
336,2024-08-02,195790,0.0,6.877118423937406e+18,0.0
337,2024-08-02,195791,212.4609375,8.44236804410161e+18,2.5166035926192423e-15
338,2024-08-02,195793,0.0,8.44236804410161e+18,0.0
339,2024-08-02,195794,35.873191611000024,8.44236804410161e+18,4.2491859420963505e-16
340,2024-08-02,195795,0.0,6.878078669282683e+18,0.0
341,2024-08-02,195798,734.294033172,6.878078669282684e+18,1.067585976373515e-14
342,2024-08-02,195800,0.0,6.877118423937406e+18,0.0
343,2024-08-02,195801,0.0,6.878078669282683e+18,0.0
344,2024-08-02,195802,0.0,6.878078669282683e+18,0.0
345,2024-08-02,195805,0.0,6.876021000685661e+18,0.0
346,2024-08-02,195806,245.913083964,6.878078669282683e+18,3.575316535157432e-15
347,2024-08-02,195807,0.0,6.878078669282683e+18,0.0
348,2024-08-02,195809,0.0,6.852189588284531e+18,0.0
349,2024-08-02,195810,281.325628722,6.852189588284531e+18,4.105631128522683e-15
350,2024-08-02,195812,962.6013894360001,6.852189588284531e+18,1.4048084587177784e-14
351,2024-08-02,195814,0.0,1.675620988308766e+19,0.0
352,2024-08-02,195815,209.24588892,6.852189588284531e+18,3.05370839822874e-15
353,2024-08-02,195816,0.0,6.852189588284531e+18,0.0
354,2024-08-02,195817,0.0,6.852189588284531e+18,0.0
355,2024-08-02,195819,0.0,6.850749220266615e+18,0.0
356,2024-08-02,195826,560.83551396,6.852189588284531e+18,8.184763523164675e-15
357,2024-08-02,195833,127.738132983,6.852189588284531e+18,1.8641943766617186e-15
358,2024-08-02,195834,0.0,6.852189588284531e+18,0.0
359,2024-08-02,195835,0.0,6.852189588284531e+18,0.0
360,2024-08-02,195836,0.0,6.850749220266615e+18,0.0
361,2024-08-02,195847,0.0,6.852189588284531e+18,0.0
362,2024-08-02,195848,0.0,6.878078669282683e+18,0.0
363,2024-08-02,195854,0.0,6.878078669282683e+18,0.0
364,2024-08-02,195866,0.0,6.878078669282683e+18,0.0
365,2024-08-02,195868,0.0,6.878078669282684e+18,0.0
366,2024-08-02,195876,0.0,6.878078669282684e+18,0.0
367,2024-08-02,195877,0.0,6.878078669282684e+18,0.0
368,2024-08-02,195881,0.0,6.876021000685661e+18,0.0
369,2024-08-02,195888,0.0,6.877502522075517e+18,0.0
370,2024-08-02,195892,0.0,6.877502522075517e+18,0.0
371,2024-08-02,195906,0.0,6.878078669282683e+18,0.0
372,2024-08-02,195907,0.0,6.878078669282684e+18,0.0
373,2024-08-02,195912,0.0,6.878078669282683e+18,0.0
374,2024-08-02,195913,0.0,6.878078669282683e+18,0.0
375,2024-08-02,195915,0.0,6.878078669282683e+18,0.0
376,2024-08-02,195921,0.0,6.878078669282683e+18,0.0
377,2024-08-02,195923,0.0,6.878078669282684e+18,0.0
378,2024-08-02,195939,0.0,6.878078669282684e+18,0.0
379,2024-08-02,195945,0.0,6.878078669282684e+18,0.0
380,2024-08-02,195950,0.0,6.878078669282683e+18,0.0
381,2024-08-02,195962,0.0,7.300376359330454e+18,0.0
382,2024-08-02,195963,0.0,7.2984558686399e+18,0.0
383,2024-08-02,195969,0.0,7.2984558686399e+18,0.0
384,2024-08-02,195980,0.0,7.313098653658638e+18,0.0
385,2024-08-02,195995,0.0,7.313098653658638e+18,0.0
386,2024-08-02,196008,0.0,7.313098653658638e+18,0.0
387,2024-08-02,196032,0.0,7.328701684022654e+18,0.0
388,2024-08-02,196043,0.0,7.313098653658638e+18,0.0
389,2024-08-02,196051,0.0,7.313098653658638e+18,0.0
390,2024-08-02,196061,0.0,7.328701684022654e+18,0.0
391,2024-08-02,196065,0.0,7.313098653658638e+18,0.0
